area,title,community,position,tax,total_price,unit_price,hourseType,hourseSize,direction,fitment
南山区,学府路上福临苑特殊户型，大四房，100平露台,福临苑,南头,房本满五年,788,81498,4室1厅,96.69,东南,简装
南山区,地铁口物业，装修精致，税费低，一房一厅一卫一厨,鸿瑞花园,南山中心,房本满五年,495,84645,1室1厅,58.48,东 北,精装
南山区,满五唯一   高楼层  花园社区  安静直看前海自贸区,大陆庄园,南头,房本满五年,590,49270,3室2厅,119.75,东 西南,精装
南山区,精装修大四房，中间楼层，视野开阔，景观好,前海东岸,南头,,1220,92502,4室2厅,131.89,东,精装
南山区,南海城 花园社区 复式四房两卫,南海城中心,南山中心,房本满五年,790,60435,4室2厅,130.72,西北,简装
南山区,东向标准一室一厅，客厅出阳台，楼层好采光通风佳。,金海岸大厦,后海,房本满五年,360,99010,1室1厅,36.36,东,简装
南山区,住宅性质 精装修 户型方正 地铁1号线桃园站物业 满5年,桃苑公寓,南头,房本满五年,292,50450,2室1厅,57.88,北,简装
南山区,半岛城邦二期，居家精装修，大四房,半岛城邦花园二期,蛇口,房本满五年,1540,86270,4室2厅,178.51,南,精装
南山区,中信红树湾小户型，大落地窗，看高尔夫视野，带精装修,中信红树湾北区,红树湾,,530,94745,1室1厅,55.94,西北,精装
南山区,振兴小区：朝南 安静住家舒适 82平2房550万诚售,振兴小区,蛇口,,550,67074,2室1厅,82,南,精装
南山区,满五年唯一，有固定车位，精装，地铁口，前海自贸区,阳光棕榈园一期,前海,房本满五年,820,73438,4室2厅,111.66,南 北,精装
南山区,四海公寓好房两房满五年唯一，红本，主卧带衣帽间,四海公寓,蛇口,房本满五年,610,99284,2室1厅,61.44,东,简装
南山区,栖游家园 复式两房 全新精装修 业主诚心出售,栖游家园,蛇口,,530,92464,2室2厅,57.32,东南,精装
南山区,万科云城 2室2厅 350万,万科云城,西丽,,350,68898,2室2厅,50.8,北,精装
南山区,南山来福士旁 南油双地铁口刚需必选盘,百富大厦南山区,南山中心,房本满五年,330,88591,1室1厅,37.25,东北,精装
南山区,美庐高层2房，看海景和高尔夫景观,美庐锦园,红树湾,,730,86258,2室2厅,84.63,东南 南,精装
南山区,真正的地铁口物业、方正两房、刚需看过来,朗景园,科技园,房本满五年,710,102944,2室2厅,68.97,东,精装
南山区,仓前锦福苑经典小两房，坐拥双地铁。,仓前锦福苑,南头,,365,77135,2室1厅,47.32,北,精装
南山区,地铁口住宅，南向一房 低总价 63平。,梅州大厦,西丽,房本满五年,265,41997,1室1厅,63.1,南,简装
南山区,业主诚心出售，邻天虹，距离桃园站百度测距仅20米,常兴苑,南头,房本满五年,290,50383,2室1厅,57.56,南,简装
南山区,税少  楼层高 视野采光好 前海明珠一房一厅 近前海,前海明珠,前海,房本满五年,330,83082,1室1厅,39.72,西,简装
南山区,德意名居 花园式小户型 满五年 税费少,德意名居一期,大学城,房本满五年,230,72602,1室0厅,31.68,北,简装
南山区,东方银座公馆 1室1厅 400万,东方银座公馆,前海,,400,77221,1室1厅,51.8,东南,精装
南山区,前海自贸区，大新地铁口，精装一房，近地铁,东方银座公馆,前海,,400,72307,1室0厅,55.32,西,精装
南山区,满五年不唯一，业主诚心卖，通风好采光通透,恒立心海湾花园,前海,房本满五年,1260,90323,4室2厅,139.5,东南,简装
南山区,蛇口 南山脚下10年新小区花园城五期三房,花园城五期,蛇口,,1000,113637,3室1厅,88,西南,精装
南山区,山景三房让您享受不一样搬的居家生活,博林天瑞,大学城,,1180,91191,3室2厅,129.4,西南,精装
南山区,时代骄子大厦特殊户型，87平大两房，正东朝向,时代骄子大厦,南山中心,房本满五年,535,61241,2室1厅,87.36,东,简装
南山区,南外新上大三房，凯丽花园经典户型，业主诚心出售,凯丽花园,科技园,房本满五年,800,83023,3室2厅,96.36,南,简装
南山区,通风好、景观看山看海看前海自贸区金融区,泛海拉菲花园,前海,房本满五年,708,93122,3室1厅,76.03,东南,简装
南山区,南山精装大两房 通风采光视野好,福海苑,南山中心,,470,66413,2室2厅,70.77,东北,精装
南山区,英达钰龙园精装一房一厅  总价便宜 采光充足,英达钰龙园,南头,房本满五年,400,78110,1室1厅,51.21,西北,精装
南山区,星海名城  四房出售  花园中间  三个阳台,星海名城六期,前海,房本满五年,1100,73535,4室2厅,149.59,东北,精装
南山区,大南山，荔林公园旁次新小区，有人人乐，沃尔玛,中熙君南山,南山中心,,1100,124759,3室2厅,88.17,西南,精装
南山区,松坪村东区三期 2室1厅 520万,松坪村东区三期,科技园,房本满五年,520,87972,2室1厅,59.11,南,精装
南山区,前海花园一期，低楼层三房，安静不吵,前海花园,前海,房本满五年,675,74636,3室2厅,90.44,北,简装
南山区,中山公园旁 红本在手  诚心出售三房,方鼎华庭,南头,房本满五年,718,77380,3室2厅,92.79,东 西,精装
南山区,栖游家园 两房复式 满五年唯一 诚意出售,栖游家园,蛇口,房本满五年,470,81782,2室1厅,57.47,东 东南,精装
南山区,缤纷假日豪园 自住 北向看花园 大两房,缤纷假日豪园,南山中心,房本满五年,745,77035,2室2厅,96.71,北,精装
南山区,新一代大厦 满五年红本 高层烟花房 可看海景 精致装修,新一代国际公寓,后海,房本满五年,360,79983,1室1厅,45.01,东 东南,精装
南山区,科技园南北通大3房  得房率高  满5年唯一   税少,彩虹居,南头,房本满五年,598,63214,3室2厅,94.6,南,精装
南山区,铭筑三房 看房方便 满五年唯一 采光充足看南山,铭筑,前海,房本满五年,1100,133788,3室2厅,82.22,南,精装
南山区,嘉庭苑 3室2厅 860万,嘉庭苑,南头,房本满五年,860,99457,3室2厅,86.47,南 北,简装
南山区,麒麟花园A区 3室2厅 1100万,麒麟花园A区,南头,房本满五年,1100,100696,3室2厅,109.24,北,精装
南山区,安静不吵，采光好，视野不错，看花园。,星海名城三期,前海,房本满五年,810,75356,3室2厅,107.49,东北,简装
南山区,小区高层视野开阔，满五唯一，红本在手，装修保养好！,诺德假日花园,前海,房本满五年,1500,103086,4室1厅,145.51,东南,精装
南山区,南山区 南山地铁物业 经典复式 户型方正 税费较低,好来居,南山中心,,350,88251,1室1厅,39.66,西,精装
南山区,大学城 安静3房出售 南北向 一梯2户,学城绿园,大学城,房本满五年,535,54940,3室2厅,97.38,南,精装
南山区,此房满五唯一，户型方正楼层好 安静舒适 精装朝南。,南新苑,南山中心,房本满五年,730,64671,4室2厅,112.88,南,精装
南山区,满五年唯一住宅 固定车位 每月50元管理费,荔林春晓,南头,房本满五年,1150,103130,3室1厅,111.51,西,简装
南山区,星海名城    南北向  4+1房出售  看花园,星海名城三期,前海,房本满五年,935,80306,4室2厅,116.43,东南 西北,精装
南山区,留仙洞总部基地 13号线 电梯两房 适宜居住 近大学城,官龙名苑,大学城,房本满五年,530,65304,2室1厅,81.16,西北,简装
南山区,择一城 享一市繁华 居一屋 望万家灯火   绝美两房在售,乐群楼,南山中心,房本满五年,325,68249,2室1厅,47.62,南,简装
南山区,户型方正，次卧出大阳台，视野没有遮挡采光通风好,星海名城五期,前海,房本满五年,640,79484,3室1厅,80.52,东南,精装
南山区,华联花园 2室1厅 499万,华联花园,南山中心,房本满五年,499,81007,2室1厅,61.6,北 南,精装
南山区,鼎太风华六期 3室1厅 860万,鼎太风华六期,前海,房本满五年,860,119263,3室1厅,72.11,南 北,精装
南山区,塘朗山下 俊峰丽舍 安静通透大三房 交通便利地铁7号线,俊峰丽舍,西丽,房本满五年,690,64210,3室2厅,107.46,西北,精装
南山区,学府花园 少有放卖户型 满五唯一 朝南看花园,学府花园,南山中心,房本满五年,610,78518,2室2厅,77.69,南,精装
南山区,美庐全新装修居家两房 客厅看海和高尔夫景观 税费少,美庐锦园,红树湾,房本满五年,720,85077,2室1厅,84.63,南,精装
南山区,满五唯一+正规两房+经典户型+精装修+全明格局+诚心卖,松坪村东区三期,科技园,房本满五年,530,89437,2室2厅,59.26,西北,精装
南山区,户型方正 精装修 南向 通风采光好,碧涛苑,蛇口,房本满五年,558,79943,2室1厅,69.8,南,精装
南山区,红本在手，满五年，家庭唯一，诚意急售,西丽湖度假村,大学城,房本满五年,480,55808,3室2厅,86.01,南,简装
南山区,阳光棕榈园三期    小高层朝南看花园    红本在手,阳光棕榈园三期,前海,房本满五年,1050,88758,3室2厅,118.3,东南,其他
南山区,邻腾讯，配套完善，房子户型方正，满五唯一.,阳光海景豪苑,科技园,房本满五年,660,84389,2室1厅,78.21,东北,精装
南山区,麒麟花园一期南北通透大两房，满五年不唯一，欠款自赎,麒麟花园A区,南头,房本满五年,860,108999,2室2厅,78.9,南 北,精装
南山区,皇庭香格里  正南向  中间楼层  视野好,皇庭香格里花园,西丽,房本满五年,560,75037,2室1厅,74.63,南,精装
南山区,免增值税 高楼层看山看球场  户型方正 精装居家,山海津,蛇口,房本满五年,600,79104,2室2厅,75.85,东北,精装
南山区,此房满五年，红本在手。近18平的大阳台，挑高6米,鼎太风华四期,前海,房本满五年,1230,105390,3室2厅,116.71,南 北,精装
南山区,此房满五年唯一，免个税，看花园安静不吵,海岸明珠园,南山中心,房本满五年,756,100372,2室2厅,75.32,西,精装
南山区,一手业主 红本在手 满五唯一、朝正南方向，,松坪村西区三期,科技园,房本满五年,500,100000,2室1厅,50,东南,精装
南山区,此房满五唯一，顶层复式，采光很好，稀有户型,鼎太风华一期,前海,房本满五年,950,128762,3室2厅,73.78,西,精装
南山区,阳光海景豪苑 2室1厅 775万,阳光海景豪苑,科技园,,775,99093,2室1厅,78.21,南,精装
南山区,荔园大厦 朝南向户型方正 地铁口物业,荔园大厦,南山中心,房本满五年,550,56666,3室2厅,97.06,南,精装
南山区,户型方正，装修保养好，红本满五，地铁口物业,塘朗雅苑,西丽,房本满五年,468,94527,2室2厅,49.51,南,精装
南山区,5号线荔湾站，正规四房，免增值税税，实用面积170以上,泛海拉菲花园二期,前海,房本满五年,1350,93284,4室2厅,144.72,东南,精装
南山区,中信红树湾北区 1室1厅 470万,中信红树湾北区,红树湾,房本满五年,470,95978,1室1厅,48.97,西北,精装
南山区,高楼层 烟花房 视野开阔 近二外 近地铁,漾日湾畔,后海,房本满五年,1800,127164,3室2厅,141.55,南,精装
南山区,星海名城一期大四房，南北朝向，红本无个税,星海名城一期三组团,前海,房本满五年,880,73267,4室1厅,120.11,南,精装
南山区,学府花园，花园社区，大两房，正南朝向，双地铁口,学府花园,南山中心,,668,81613,2室1厅,81.85,南,精装
南山区,前海明珠 东南向三房 采光好 580万 带大平台,前海明珠,前海,房本满五年,580,68236,3室2厅,85,东南,精装
南山区,大南山脚下，低总价四房，看大南山和荔林公园景观,铭筑,前海,房本满五年,1200,137253,4室1厅,87.43,东南,简装
南山区,科技园正规一房一厅 业主诚心出售,凯丽花园,科技园,房本满五年,470,104584,1室1厅,44.94,南,简装
南山区,海境界家园一期 4室2厅 1150万,海境界家园一期,蛇口,房本满五年,1150,129301,4室2厅,88.94,南,精装
南山区,大4十1房，通透户型，自住不唯一，看房随时。,云栖西岸,前海,房本满五年,720,93204,4室2厅,77.25,西,其他
南山区,此房满五年不唯一，粤海街道交通地段好，地铁深大站,深南花园,科技园,房本满五年,750,87291,2室1厅,85.92,南,精装
南山区,南山小高层新小区 精装修 户型方正 安静不临街,龙泰轩,南山中心,房本满五年,560,75676,2室1厅,74,西,精装
南山区,户型方正小两房，商圈配套成熟，出行便利,紫竹园,蛇口,,420,76364,2室1厅,55,南,简装
南山区,俊峰丽舍  西北向  安静  看园景,俊峰丽舍,西丽,房本满五年,540,69768,2室1厅,77.4,西北,简装
南山区,山海津中间位置看小区花园 安静满五年唯一免个税,山海津,蛇口,房本满五年,620,82833,2室1厅,74.85,东南,简装
南山区,满三年，业主诚心卖 户型方，安静不吵，通风很好,创世纪滨海花园,科技园,,520,101109,1室1厅,51.43,西南,精装
南山区,满五年唯一   朝花园  安静两房  诚心卖,松坪村西区三期,科技园,房本满五年,480,97860,2室1厅,49.05,北,精装
南山区,香榭峰景苑  电梯两房   三阳台户型   采光通风好,香榭峰景苑,西丽,房本满五年,550,80883,2室1厅,68,南,简装
南山区,深圳湾后海 坐北朝南 招商局开发 实用三房  居家优选,招商名仕花园,后海,,880,82738,3室2厅,106.36,南 北,简装
南山区,东方美地苑三房户型方正，花园式小区安静不吵,东方美地苑,南头,房本满五年,538,74526,3室1厅,72.19,南,精装
南山区,大南山脚下 中熙君南山 17年新小区 正规三房 地铁口,中熙君南山,南山中心,,986,110205,3室1厅,89.47,西北,精装
南山区,润城花园大两房满五唯一红本 中间位置 安静舒适,润城花园,西丽,房本满五年,660,79223,2室2厅,83.31,东南 南,其他
南山区,康城华府精装三房，东南朝向，安静看南山山景,前海康城华府,前海,房本满五年,900,100034,3室2厅,89.97,南,精装
南山区,后海名苑居北区，居家户型，交通便利,后海名苑居北区,后海,房本满五年,500,85602,2室1厅,58.41,西,精装
南山区,松坪村西区三期 2室1厅 480万,松坪村西区三期,科技园,房本满五年,480,97960,2室1厅,49,南,精装
南山区,南山地铁口物业 复式一房一厅， 精装修,好来居,南山中心,房本满五年,338,100896,1室1厅,33.5,东南,精装
南山区,诺德假日满五唯一三房，全新现代温馨装修，可拎包入住,诺德假日花园,前海,房本满五年,920,117303,3室1厅,78.43,东北,精装
南山区,地铁7号线桃源村站  塘朗山  东南向  精致两房,皇庭香格里花园,西丽,房本满五年,555,74970,2室1厅,74.03,东南 南,简装
南山区,楼层佳 南向安静看花园小区 刚需当选,松坪村西区三期,科技园,,480,95847,2室1厅,50.08,东南,其他
南山区,"双地铁品物业.不用深户 精装二房,",万科云城,西丽,,480,71281,2室1厅,67.34,北,其他
南山区,国际市长一房 看高尔夫景观 地铁物业 舒适便捷,国际市长交流中心,红树湾,,200,52743,1室0厅,37.92,南,简装
南山区,花园社区 精装一房户型方正 采光好安静不吵闹,华府苑,南头,,215,67504,1室1厅,31.85,南,简装
南山区,7号线西丽湖花园社区 刚需小户型 上车神盘,德意名居一期,大学城,,230,71518,1室0厅,32.16,北,精装
南山区,中信红树湾北区19栋高层端头位置看高尔夫景观带精装,中信红树湾北区,红树湾,,779,88033,2室2厅,88.49,西 西北,精装
南山区,星海名城二期大五房业主诚心卖房,星海名城二期七组团,前海,房本满五年,850,67338,5室1厅,126.23,南,精装
南山区,桃园地铁口 刚需两房 厅出阳台看公园 红本在手,友邻公寓,南山中心,房本满五年,550,100365,2室1厅,54.8,西北,简装
南山区,总价低 满五唯一户型方正安静的两房 小区环境很好,天朗风清,前海,房本满五年,560,83808,2室1厅,66.82,北,简装
南山区,山海翠庐 4室1厅 1220万,山海翠庐,前海,房本满五年,1220,95053,4室1厅,128.35,东南,精装
南山区,户型方正  高楼层  配套齐全 红本在手,大冲城市花园,科技园,,2500,143514,4室2厅,174.2,南,毛坯
南山区,如意家园109平精装大三房 朝南,如意家园,南头,房本满五年,750,68676,3室1厅,109.21,南,精装
南山区,山语海 3室1厅 950万,山语海,前海,,950,87833,3室1厅,108.16,东南,毛坯
南山区,花园社区，户型方正，采光通风都很好，生活配套成熟。,南光城市花园,南山中心,房本满五年,560,64981,4室1厅,86.18,南,简装
南山区,户型通透，品质社区，满五唯一，红本本~,南山豪庭,南头,房本满五年,565,69736,2室1厅,81.02,东,精装
南山区,深圳湾1号，原值高税费低，全东向三房,深圳湾1号,深圳湾,,5500,169518,3室2厅,324.45,东,精装
南山区,看山看海看花园，大社区，万科物业，居家好选择,鼎太风华四期,前海,房本满五年,1400,96287,4室1厅,145.4,南,简装
南山区,兰溪谷正规两房，现小区电梯房，精装修，诚意卖,半山海景兰溪谷国际公寓,蛇口,房本满五年,750,90800,2室1厅,82.6,西北,简装
南山区,装修好，买过来可以直接入住，安静不吵,西海明珠花园,南山中心,,400,107325,1室0厅,37.27,西北,精装
南山区,星海名城  东南向大两房  安静不吵,星海名城五期,前海,房本满五年,620,75832,2室1厅,81.76,东南,精装
南山区,此房户型合理，采光优质，视野开阔，业主诚心卖房,星海名城五期,前海,房本满五年,650,81618,2室1厅,79.64,南,精装
南山区,方大城旁 安静看花园  红本在手 交易快  免装修,陶然居,华侨城,房本满五年,155,54234,1室0厅,28.58,北,精装
南山区,南山区 地铁中间位置 大3房，小区安静，适合居家。,仓前锦福苑,南头,房本满五年,610,50737,3室1厅,120.23,北,精装
南山区,恒立心海湾花园 2室1厅 590万,恒立心海湾花园,前海,房本满五年,590,99227,2室1厅,59.46,东南,精装
南山区,蛇口自贸区，新一代国际公寓，看房方便,新一代国际公寓,后海,房本满五年,310,84354,1室1厅,36.75,北,精装
南山区,中南苑封闭式小区，南向正规2房出售,南头花园中南苑,南头,房本满五年,400,63262,2室1厅,63.23,南,简装
南山区,南山，桃园 地铁 住宅性质 电梯房,桃苑公寓,南头,房本满五年,302,52568,2室1厅,57.45,北,简装
南山区,舒适大一房 高层视野好 看自贸区 安静,鼎太风华六期,前海,,600,104822,1室1厅,57.24,东北,精装
南山区,此房格局方正，客厅出阳台，满五年唯一，高层视野好,英达钰龙园,南头,房本满五年,520,77095,2室1厅,67.45,东南,简装
南山区,花园社区，配套成熟，交通方便，业主换房诚心出售。,大陆庄园,南头,房本满五年,400,69529,2室1厅,57.53,南,简装
南山区,白石洲方正一房 满二 精装修 诚心卖,沙河观景阁,白石洲,,350,76704,1室1厅,45.63,东 东南 南,精装
南山区,阳光棕榈园东南向电梯两房 安静 采光好通透,阳光棕榈园三期,前海,,620,81483,2室1厅,76.09,东南,精装
南山区,四季丽晶正南向两房，8小时采光，装修精致！,四季丽晶,南头,房本满五年,580,107150,2室1厅,54.13,南,精装
南山区,学府花园大2房，居家花园社区，人车分流电梯小高层,学府花园,南山中心,,600,77231,2室2厅,77.69,北,精装
南山区,诺德假日朝花园的南向大两房出售,诺德假日花园,前海,房本满五年,800,109171,2室1厅,73.28,南,精装
南山区,"中楼层，视野开阔，户型通透,精装修，开放式厨房！",鼎太风华六期,前海,,580,108819,1室1厅,53.3,北,简装
南山区,山海津 精装大两房 看山看海 双阳台设计 业主诚心出售,山海津,蛇口,,600,77660,2室1厅,77.26,东南,精装
南山区,南头花园 标准两房 厅出阳台 *物业 看房方便,南头花园中南苑,南头,房本满五年,430,64896,2室1厅,66.26,北,精装
南山区,鼎太风华六期 正南大两房  红本在手,鼎太风华六期,前海,,808,104272,2室1厅,77.49,南,精装
南山区,中海玫瑰园满五年，看小区安静，格局方正，紧挨公园,中海阳光玫瑰园,前海,房本满五年,568,112565,2室1厅,50.46,东北,精装
南山区,前海自贸区  瑞景华庭 方正户型 交通方便,瑞景华庭,前海,,275,90760,1室0厅,30.3,东,简装
南山区,双地铁，海岸城、来福士商圈，高层精装1房,金海岸大厦,后海,,238,113604,1室0厅,20.95,东南,精装
南山区,高层眺望高新园，正规一房一厅，诚意出售,英达钰龙园,南头,房本满五年,390,91122,1室1厅,42.8,东,其他
南山区,星海名城精装两房，朝南，满五唯一，税费少,星海名城一期四组团,前海,房本满五年,610,86809,2室1厅,70.27,南,精装
南山区,花果山小区，一房带阳台，小户型，中间楼层,花果山小区,蛇口,,370,105715,1室1厅,35,东 南,简装
南山区,星海名城精装两房，看小区安静不吵，业主诚心出售,星海名城一期六组团,前海,,590,84491,2室1厅,69.83,西南,精装
南山区,前海次新小区佳兆业前海广场一期 看山看海高楼层两室,佳兆业前海广场一期,前海,,780,101128,2室2厅,77.13,南,其他
南山区,德意名居 70年产权 标准一房 诚意出售,德意名居一期,大学城,房本满五年,250,74317,1室0厅,33.64,西北,简装
南山区,满二年，少量欠款，南向，通风采光好，业主诚心卖,友邻公寓,南山中心,,335,121202,1室0厅,27.64,南,精装
南山区,大新地铁物业 看花园 西南朝向 安静舒适 费用少,阳光棕榈园一期,前海,,620,80384,2室1厅,77.13,东南,精装
南山区,阳光花地苑 一房一厅.户型方正，交通方便，满两年,阳光花地苑,前海,,390,103696,1室1厅,37.61,西北,精装
南山区,蔚蓝海岸大社区  标准3房2卫3阳台,蔚蓝海岸2期,后海,,1098,100137,3室2厅,109.65,西北 东北,精装
南山区,来福士广场边，新宝晖小户型放卖，位置好，配套齐全,新保辉大厦,南山中心,房本满五年,200,35187,1室0厅,56.84,南,简装
南山区,南山 蛇口 天骄华庭3房 看房方便,天骄华庭,蛇口,房本满五年,1600,109372,3室1厅,146.29,南,精装
南山区,满五唯一免个税  业主诚心出售,四海公寓,蛇口,房本满五年,530,86971,2室1厅,60.94,东,简装
南山区,南山蛇口榆园小区，满五唯一，户型方正3房,榆园小区,蛇口,房本满五年,655,71429,3室1厅,91.7,西南,精装
南山区,万象平层大户型、视野开阔看大南山和海景，满五唯一,万象新园,南山中心,房本满五年,1190,54859,4室2厅,216.92,南,精装
南山区,前海复式两房 高层视野开阔 看南山 和前海,东方银座公馆,前海,,600,100739,2室1厅,59.56,南,精装
南山区,此房满两年，有少许欠款，招商物业，小区花园位置。,海月花园三期,蛇口,房本满五年,1380,90928,4室2厅,151.77,南,简装
南山区,121平3房2卫，户型方正，南向看海景！,半岛城邦花园一期,蛇口,,1650,137363,3室2厅,120.12,东南,精装
南山区,后海理想雅园一手业主，精装修，诚心出售,后海理想雅园,蛇口,房本满五年,1450,162484,3室2厅,89.24,南,精装
南山区,信和自由广场  花园社区，满五唯一，正规一房,信和自由广场,后海,房本满五年,385,91298,1室1厅,42.17,西北,精装
南山区,南头  原始一房一厅   业主诚心卖！！！,东方美地苑,南头,,280,80322,1室1厅,34.86,西,简装
南山区,满五年，中间楼层，看山景，住宅,半山海景兰溪谷国际公寓,蛇口,房本满五年,820,98867,2室2厅,82.94,西 西北,精装
南山区,装修好，保养好，户型好，业主诚心出售！,仓前锦福苑,南头,,700,58407,4室2厅,119.85,北,精装
南山区,星海名城六期 方正三房 有固定车位,星海名城六期,前海,房本满五年,1150,84243,3室2厅,136.51,南,精装
南山区,此房满两年 精装修看花园 楼层好视野宽阔 采光充足,前海东岸,南头,,760,99620,2室1厅,76.29,东南,精装
南山区,前海自贸区 价格蛙区 地铁口物业 买即赚,泛海拉菲花园,前海,,830,99485,3室2厅,83.43,东北,精装
南山区,标准壹房，方正实用，采光通风，业主诚售,世纪村四期,红树湾,房本满五年,500,97371,1室1厅,51.35,东南,精装
南山区,太古城南  正规三房两卫 满两年没锁定,太古城南,深圳湾,房本满五年,1300,147627,3室2厅,88.06,东南,精装
南山区,海印长城二期 5+1房 南向看花园 看深圳湾海景 满五V一,海印长城,南山中心,房本满五年,1660,94180,5室3厅,176.26,南,精装
南山区,华侨城经典2房，总价低 ，东南朝向，业主自住，保养好,侨城馨苑,白石洲,房本满五年,510,66088,2室1厅,77.17,东南,精装
南山区,满二，装修保养好，中高楼层，自住良品,栖游家园,蛇口,,480,83392,2室1厅,57.56,东南,精装
南山区,前海鼎太风华二期3+1房两卫户型方正全南向客厅宽敞,鼎太风华二期,前海,房本满五年,1080,83379,4室2厅,129.53,南,精装
南山区,深圳湾口岸颐安阅海复式居家三房满二精装,颐安阅海,深圳湾,,1499,168144,3室2厅,89.15,南,精装
南山区,业主卖房是为了变现，是满无唯一的可以免个税,世纪假日广场,华侨城,房本满五年,349,76941,1室0厅,45.36,东南,精装
南山区,【精满五】华侨城欢乐谷假日湾3+1房 景观好 诚心卖,假日湾,华侨城,房本满五年,1050,75676,3室1厅,138.75,东,精装
南山区,10年花园小区，70年产权的公寓，朝东南安静通风,翡翠明珠花园,南头,房本满五年,225,64085,1室0厅,35.11,东,简装
南山区,南国丽城  自住三房满五 交易便捷,南国丽城,大学城,房本满五年,740,70991,3室1厅,104.24,北,精装
南山区,大学城片区，依山傍水，地铁口物业，安静小区,德意名居二期,大学城,,690,78768,3室1厅,87.6,南,简装
南山区,满五唯一，看大南山，对望前海自贸区，5号线荔湾站,前海康城华府,前海,,1350,88822,4室2厅,151.99,南,精装
南山区,华侨城精装修小户型住房，业主诚心出售,侨城馨苑,白石洲,房本满五年,417,65035,2室1厅,64.12,东南,简装
南山区,阳光棕榈园二期 正南向3+1 客厅出阳台,阳光棕榈园二期,前海,房本满五年,950,76208,4室1厅,124.66,南,简装
南山区,海境界 精装南向3房，景观好，少量欠款，近地铁！,海境界家园一期,蛇口,房本满五年,1050,119482,3室1厅,87.88,南,精装
南山区,交通方便，实用三房，满五唯一税少,新街口花园,南山中心,房本满五年,605,75787,3室2厅,79.83,西南,简装
南山区,带南山文理 龙祥苑 南向实用三房 红本满五 高楼层,龙祥苑,西丽,房本满五年,585,67350,3室2厅,86.86,南,精装
南山区,南外大冲，红本在手  南向高层，采光很好,泰阳硅谷公寓,科技园,房本满五年,450,157508,1室0厅,28.57,南,简装
南山区,业主精心装修 诚心出售 双侧双阳台,汉京山,南山中心,房本满五年,645,108641,2室1厅,59.37,东,精装
南山区,三层跃式4+1房，全明格局，装修好，拎包入住诚心卖！,创世纪滨海花园,科技园,房本满五年,915,77893,4室2厅,117.47,南,精装
南山区,中海阳光玫瑰园，高楼层，看花园满五年红本,中海阳光玫瑰园,前海,房本满五年,738,102858,2室1厅,71.75,南,精装
南山区,装修好，总价低，户型方正，朝南，中间楼层,丽乐美居,南头,,240,69245,1室1厅,34.66,南,精装
南山区,高楼层端头位置采光好朝山安静 满五年唯一,山海津,蛇口,房本满五年,600,83835,3室1厅,71.57,西北 东北,精装
南山区,满五唯一 税费少 地铁口物业 得房率高 适合居家,大陆庄园,南头,房本满五年,510,61819,2室1厅,82.5,南,简装
南山区,9号线地铁口300米 东南向两房 合适刚需置业上车,新街口花园,南山中心,,480,72290,2室1厅,66.4,东南,精装
南山区,双地铁口物业，配套完善。看房都方便.,桃苑小区,南头,,210,72290,1室0厅,29.05,南,简装
南山区,前海明珠 东南向三房 采光好 550万,前海明珠,前海,,560,65953,3室1厅,84.91,东南,简装
南山区,【国际市长交流中 心】东南向高层看世界之窗视野开阔,国际市长交流中心,红树湾,,189,48437,1室0厅,39.02,东南,简装
南山区,带固定车位顶楼复式70平面积，精装修业主自住看房方便,星海名城一期一组团,前海,,850,120894,4室2厅,70.31,南,精装
南山区,中海深圳湾畔花园交通便利户型好业主诚心卖,中海深圳湾畔花园,白石洲,,950,76824,3室1厅,123.66,南,精装
南山区,2017年新小区 南向三房 全新装修，看花园 安静 满两年,中熙君南山,南山中心,,890,105915,3室2厅,84.03,南,精装
南山区,精美装修 装修才一年 不挑可直接入住 看花园安静,松坪村东区三期,科技园,,515,85350,2室1厅,60.34,北,精装
南山区,深物业前海港湾花园为前海路上2017年年初交楼的楼盘,深物业前海港湾花园,前海,,830,101158,3室1厅,82.05,东南,精装
南山区,前海自贸区里的住宅，新小区，朝南两房诚意出售,前海时代广场,前海,,1000,112957,2室2厅,88.53,南,精装
南山区,南山一品  三房两卫  来福士旁 满五唯一 税费少,中泰天成南山一品,南山中心,房本满五年,800,91534,3室2厅,87.4,东南 西南,精装
南山区,南山小四房出售满5年，固定停车位，小区南向少有在售,科苑学里,科技园,房本满五年,1260,111713,4室2厅,112.79,南,精装
南山区,安静朝南2房 客厅出阳台看花园 价格美丽,蔚蓝海岸1期,后海,,800,113027,2室2厅,70.78,西南,精装
南山区,城市山谷 低于50万出售 红本在手 满二年 税费低于,城市山谷三期,科技园,,650,147795,1室1厅,43.98,西,精装
南山区,地铁7号线 桃源村站 看山景 厅出阳台 精装修一房一厅,湖彬苑,西丽,房本满五年,315,69675,1室1厅,45.21,北,简装
南山区,首地容御，高楼层南向，看房方便，诚心出售,首地容御,华侨城,房本满五年,1180,78359,3室1厅,150.59,南,简装
南山区,万科云城 2室2厅 359万,万科云城,西丽,,359,70670,2室2厅,50.8,北,精装
南山区,和BAT为邻 雅仕荔景苑 东北向带阳台 满五唯一诚信出售,雅仕荔景苑,后海,房本满五年,560,84097,2室1厅,66.59,北,精装
南山区,缤纷年华小三房，采光充足，落地玻璃床，正规三房,缤纷年华,南头,房本满五年,800,113187,3室2厅,70.68,北,简装
